VOIE_ID,VOIE_COMPLET,VOIE_FANTOIR,VOIE_DATECRE,VOIE_REAL,VOIE_OFFICIEL,TENANT,ABOUTISSANT,DENOM_ANNEE,DM_SEANCE,DELIB_NUM,COTE_ARCHIVES,DENOM_ORIGINE,DENOM_N_MOINS_1,DENOM_N_MOINS_1_ANNEE,DENOM_N_MOINS_2,DENOM_N_MOINS_2_ANNEE,LIEN_EXTERNE,OBSERVATIONS,GeoJSON
1995,Rue Marceline Desbordes-Valmore,4731,2016-02-29,oui,oui,MARCELIN BERTHELOT (RUE),GUSTAVE FLAUBERT (RUE),2016,2016-02-29,4-A001,3218W 41,"Marceline Desbordes-Valmore, née à Douai le 20 juin 1876, morte à Paris le 23 juillet 1859, comédienne, chanteuse et cantatrise qui se produisit dans plusieurs théâtres parisiens.",Aucune,Aucune,Aucune,Aucune,https://fr.wikipedia.org/wiki/Marceline_Desbordes-Valmore,Ajout,"{""type"":""LineString"",""coordinates"":[[5.7320264156676,45.1716137954962],[5.73111349552156,45.1717900682286],[5.72954971958337,45.1723360475336],[5.72907984937118,45.1725000925764]]}"
1996,Rue Mélinée et Missak Manouchian,4953,2016-02-29,non,oui,ROGER JOSSERAND (RUE),ERNEST HAREUX (RUE),2016,2016-02-29,4-A001,3218W 41,"Mélinée et Missak Manouchian nés respectivement à Contantinople en 1913 et à Adiyaman (Empire Ottoman), morts respectivement à Paris le 6 décembre 1989 et au Fort du Mont-Valérien le 21 février 1944, immigrés résistants d'origine arménienne.",Aucune,Aucune,Aucune,Aucune,https://fr.wikipedia.org/wiki/Manouchian,Ajout,"{""type"":""LineString"",""coordinates"":[[5.71269876310552,45.2000889483153],[5.7127028957114,45.2000576779684],[5.71279888013515,45.1993313792495],[5.71283147182078,45.1988596011561]]}"
1997,Allée Rose Valland,6111,2016-02-29,non,oui,RESISTANCE (PLACE),Aucun (voie sans issue),2016,2016-02-29,4-A001,3218W 41,"Rose Valland, née à Saint-Etienne-de-Saint-Geoirs le 1er novembre 1898 et morte à Ris-Orangis le 18 septembre 1980, attachée de conservation au musée du Jeu de Paume, elle participe au sauvetage de 45000 eouvres d'art volées par les Nazis.",Aucune,Aucune,Aucune,Aucune,https://fr.wikipedia.org/wiki/Rose_Valland,Ajout,"{""type"":""LineString"",""coordinates"":[[5.70096186338072,45.2072508770131],[5.70076114035009,45.2064322285668],[5.70052993704977,45.2061136558687],[5.70038281450933,45.205910935102]]}"
1998,Allée du Nanomètre,5232,2016-02-29,non,oui,MARTYRS (AVENUE DES),Aucun (voie sans issue),2016,2016-02-29,4-A001,3218W 41,"Nanomètre, unité de mesure de longueur du système international égal à un milliardème d'un mètre, utilisée pour exprimer des dimensions à l'échelle atomique.",Aucune,Aucune,Aucune,Aucune,,Ajout,"{""type"":""LineString"",""coordinates"":[[5.70023708911541,45.2075417122503],[5.69914123607746,45.2068456062433],[5.69874062044767,45.2065911209589]]}"
1999,Rue Abbé Pierre,0056,2016-02-29,non,oui,WINSTON CHURCHILL (RUE),MARTRYS (AVENUE),2016,2016-02-29,4-A001,3218W 41,"Henri Grouès, dit ""l'Abbé Pierre"" né à Lyon le 5 août 1912 et mort à Paris le 22 janvier 2007 Paris, prêtre catholique français, résistant, député, fondateur du mouvement Emmaüs, il est à l'origine de la loi interdisant l'expulsion en période hivernale.",Aucune,Aucune,Aucune,Aucune,https://fr.wikipedia.org/wiki/Abb%C3%A9_Pierre,Ajout,"{""type"":""LineString"",""coordinates"":[[5.70302474110926,45.2033177676205],[5.70388157083292,45.203855596098],[5.70468679456393,45.2041697344721],[5.70548305420521,45.2044504375309],[5.70608818223069,45.2040863839468]]}"
2001,Square Barbara,0708,2016-02-29,non,oui,WASHINGTON (AVENUE),CHARLES RIVAIL (RUE),2016,2016-02-29,4-A001,3218W 41,"Monique Serf, dite Barbara, née à Paris le 9 juin 1930 et morte à Neuilly-sur-Seine le 24 novembre 1997, auteur, compositrice et interprète française de père juif alsacien. De 1943 à 1945, elle résida à Saint-Marcellin qui lui inspira plusieurs chansons.",Aucune,Aucune,Aucune,Aucune,https://fr.wikipedia.org/wiki/Barbara,Ajout,"{""type"":""LineString"",""coordinates"":[[5.74706541060004,45.1782901663364],[5.74686962958573,45.1780221473946]]}"
2014,Rue de Cure Bourse,,2016-04-12,oui,oui,,,,2019-11-02,,,,,,,,,,"{""type"":""LineString"",""coordinates"":[[5.73988673416658,45.1610808247708],[5.73954305462618,45.1608221959712],[5.7391599209548,45.1605338728121],[5.73929761400307,45.1601587974826]]}"
652,Rue Raspail,5894,2000-01-01,oui,oui,ALEMBERT (RUE D'),AMPERE (RUE),1920,2019-11-02,,Inconnue,"François-Vincent Raspail, né à Carpentras le 29 janvier 1794 et mort à Arcueil le 7 janvier 1878, chimiste, médecin et homme politique.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Fran%C3%A7ois-Vincent_Raspail,,"{""type"":""LineString"",""coordinates"":[[5.70551080436889,45.1817783942708],[5.70600395370793,45.1818359496046],[5.70796782546899,45.1826973108265],[5.70805160821704,45.1827554943761],[5.70813886107956,45.1827690885911],[5.70894848001247,45.1827264401582],[5.70970135870653,45.1826829547003],[5.71039771553676,45.1826415307733],[5.71048453672767,45.1827000174673]]}"
653,Rue Ravier Piquet,5907,2000-01-01,oui,oui,JONGKIND (QUAI),GRESIVAUDAN (PLACE DU),1976,1976-12-06,,Inconnue,"Joseph Ravier-Piquet, né à Pont-de-Beauvoisin en 1904 et mort à Grenoble en 1976, enseignant.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.73822389275195,45.2016914349897],[5.73822469386877,45.2016550309986],[5.73824062212785,45.2014460075562],[5.7382432887293,45.2014197248064],[5.73824911254698,45.2013603010963],[5.7382540422333,45.201309548404],[5.73826015814015,45.2012485852876],[5.73826267654404,45.201221946661],[5.73826416215423,45.201205964228],[5.73827901899724,45.2010330824747],[5.73829108461868,45.2008582110938],[5.73829417345246,45.2008239014573],[5.73829833286005,45.2007774036521],[5.73830523540614,45.2006993978887],[5.73830782310175,45.2006717666665],[5.73831082155503,45.2006380900237],[5.7383148380136,45.2005913262371],[5.73832888880392,45.2004308049565],[5.73833283231679,45.2003808633914],[5.73833458381448,45.2003517538502],[5.73833637099456,45.2003365730543],[5.73834344619305,45.2002288453872],[5.73834558606965,45.2001957341307],[5.73835934581659,45.2000454871306],[5.73835981964182,45.2000405204776],[5.73836329286287,45.199999715916],[5.73837046060133,45.1999218826265],[5.73837159006437,45.199908522095],[5.73837323542963,45.1998909140974],[5.73838179097893,45.1997910678381],[5.73838315473725,45.1997751790347],[5.73838486519896,45.1997543273024],[5.73839901863012,45.1995911917919],[5.73840257515713,45.1995539869024],[5.7384127656041,45.199447248977],[5.73841620547343,45.1994102275947],[5.73842305790404,45.1993378965919],[5.73842493329578,45.1993155091688],[5.73843821544297,45.1991570817185],[5.73844498355303,45.1990724161959],[5.73845085549481,45.1990007441869],[5.73846443199115,45.1988582471107],[5.73846790416376,45.1988087076944],[5.7385880254777,45.1986635611289]]}"
654,Rue Raymond Bank,5920,2000-01-01,oui,oui,GABRIEL PERI (RUE),COLON.DENFERT ROCHEREAU (RUE),1945,2019-11-02,,Inconnue,"Raymond Bank, né à Ivry-sur-Seine en 1895 et mort à Grenoble en 1944, résistant.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71734698423836,45.1893924222614],[5.71757445491426,45.1893123064139],[5.71845173626463,45.1890033215766]]}"
655,Place Raymond Perinetti,5923,2000-01-01,oui,oui,HEBERT (RUE),FOURIER (RUE),1996,1996-06-17,,Inconnue,,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.73633450078229,45.1901391444438],[5.7361653068368,45.1900687591982],[5.7360367066819,45.1900152608253],[5.73599131384205,45.1900737192573],[5.73590291718945,45.1901875590587],[5.73621010562311,45.1902979241542],[5.73633450078229,45.1901391444438]]}"
656,Rue des Arts,620,2000-01-01,oui,oui,JEAN JAURES (COURS),BERRIAT (COURS),Inconnue,2019-11-02,,Inconnue,Origine imprécise.,Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Art,,"{""type"":""LineString"",""coordinates"":[[5.71683533634274,45.1881762139412],[5.71675067311989,45.1880467490569],[5.71652368891995,45.1876996953462],[5.71705578243326,45.1875376669297],[5.71743796251013,45.1874212867345],[5.71871548104199,45.1870322509099]]}"
657,Rue Raymond Pitet,5924,2000-01-01,oui,oui,LEON BLUM (AVENUE),GENERAL MANGIN (RUE),1967,2019-11-02,,Inconnue,Origine imprécise.,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71392115241133,45.1599037909915],[5.71231278077793,45.159552151865]]}"
658,Rue Renauldon,5930,2000-01-01,oui,oui,CHENOISE (RUE),HERBES (PLACE AUX),1866,2019-11-02,,Inconnue,"Charles Renauldon à Grenoble né le 16 février 1757 et mort à Grenoble le 22 août 1824, homme politique. ",Marchande (rue) - Venderie (rue),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Charles_Renauldon,,"{""type"":""LineString"",""coordinates"":[[5.72996019471978,45.1935892543962],[5.72992606191922,45.1934612897873],[5.72979651059553,45.1929755937918]]}"
659,Rue René Cassin,5933,2000-01-01,oui,oui,MARIE CHAMOUX (RUE),CHARLES RIVAIL (RUE),1979,1979-09-14,,Inconnue,"René Samuel Cassin, né à Bayonne le 5 octobre 1887 et mort à Paris le 20 février 1976, juriste, diplomate et homme politique.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Ren%C3%A9_Cassin,,"{""type"":""LineString"",""coordinates"":[[5.74606985403847,45.1804898647711],[5.74615290768364,45.1800674333997],[5.74617384330431,45.1799410638487],[5.74619298039799,45.1798255499015],[5.74620828945701,45.1797623710114],[5.74630688390577,45.1792083551663],[5.74633816772027,45.1790325648361],[5.74643672897636,45.1784787416169],[5.74646906888443,45.1782970188618]]}"
660,Rue René Descartes,5935,2000-01-01,oui,oui,BOSSUET (AVENUE),LA BRUYERE (SQUARE),1965,2019-11-02,,Inconnue,"René Descartes, né à La Haye en Touraine le 31 mars 1596 et mort à Stockholm le 11 février 1650, mathématicien, physicien et philosophe.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Ren%C3%A9_Descartes,,"{""type"":""LineString"",""coordinates"":[[5.73887670938887,45.1668646062433],[5.73894062483243,45.1668409258346],[5.73899449940163,45.1667678263294],[5.73905750689428,45.1666984769756],[5.73912912874369,45.1666334466555],[5.7392087769617,45.1665732692179],[5.73929579767644,45.1665184386712],[5.73938947649943,45.1664694051294],[5.7394890443911,45.1664265711163],[5.73959368397339,45.1663902882621],[5.73970253623922,45.1663608544171],[5.73981470760358,45.1663385112068],[5.73992927723842,45.1663234420488],[5.74004530461665,45.1663157704372],[5.74018470735983,45.1662852928114]]}"
661,Rue René Fernandat,5940,2000-01-01,oui,oui,LEON JOUHAUX (RUE),GASTON LETONNELIER (RUE),1959,2019-11-02,,Inconnue,"L'abbé Louis Genet, dit René Fernandat, né à Chanas le 30 avril 1884 et mort à Grenoble le 21 janvier 1959, prêtre, critique littéraire et poète.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Ren%C3%A9_Fernandat,,"{""type"":""LineString"",""coordinates"":[[5.74495424402854,45.1703715529125],[5.7434879408872,45.1705171053724]]}"
662,Place René Frappat,5941,2000-01-01,oui,oui,JOSEPH VALLIER (BOULEVARD),EAUX CLAIRES (RUE DES),1993,1993-09-17,96,Inconnue,"Voie ainsi dénommée en hommage à l'ancien Président de la Mutualité de l'Isère (1951 à 1972), également Président de l'union de quartier des habitants du centre ville.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71135788916666,45.1801495893376],[5.71149076675701,45.1793803512555],[5.71229783658742,45.1799354981403],[5.71257067419205,45.1801825368529]]}"
663,Rue René Lesage,5945,2000-01-01,oui,oui,LEON BLUM (AVENUE),MARQUIAN (RUE),1977,1977-02-28,,Inconnue,"René Lesage, né à Le Raincy en 1906 et mort à Grenoble en 1976, comédien et metteur en scène.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Ren%C3%A9_Lesage,,"{""type"":""LineString"",""coordinates"":[[5.7184531871647,45.1699128380912],[5.71914697781892,45.1698414632445],[5.72006301556563,45.1696784037216],[5.72085427804094,45.1693573826956],[5.72208806675224,45.1688568122708]]}"
664,Rue René Thomas,5950,2000-01-01,oui,oui,FIRMIN GAUTHIER (PLACE),BERRIAT (COURS),1845,2019-11-02,,Inconnue,"René Thomas, né à Le Teil en 1914 et mort à Grenoble en 1944, résistant.",Sassenage (rue de),Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.70657475306346,45.1887909512666],[5.7065813924341,45.1889744812963],[5.70748314133021,45.1894027681266],[5.70788300984224,45.1895794239477],[5.70877610009049,45.1898632688209],[5.70953403856027,45.1900201902734],[5.71022155179937,45.1901600756836],[5.71137633308049,45.1905587204879]]}"
665,Rue du Repos,5975,2000-01-01,oui,oui,POTERNE (CHEMIN DE LA),MOGNE (AVENUE DE LA),2004,2004-04-19,,2848W 233,Origine impécise.,Repos (impasse du),Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,"Dénommée depuis 1967 ""impasse du repos"" puis ""rue"" en 2004","{""type"":""LineString"",""coordinates"":[[5.74682441980673,45.1719473228948],[5.74890830014808,45.1705955619079],[5.74918155552326,45.1705006249664],[5.74943176270463,45.1704605750703],[5.74981856071088,45.1703234180448],[5.75023972083299,45.1700443441182],[5.75044725898177,45.1699880923655]]}"
666,Passage de la République,5981,2000-01-01,oui,oui,LAFAYETTE (RUE),SAINTE-CLAIRE (PLACE),1909,2019-11-02,,Inconnue,Voie ainsi dénommée en hommage au régime politique de la République.,Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/R%C3%A9publique,,"{""type"":""LineString"",""coordinates"":[[5.72816951890327,45.190838509166],[5.72846334029023,45.1911518864664],[5.72870516775673,45.1914098061613]]}"
667,Boulevard des Adieux,110,2000-01-01,oui,oui,HEBERT (RUE),MALAKOFF (RUE),1861,2019-11-02,,Inconnue,Origine imprécise.,Saint-Joseph (boulevard) ou Militaire (rue),Inconnue,Inconnue,Inconnue,http://fr.wiktionary.org/wiki/adieux,N'a jamais fait l'objet d'une délibération officielle d'après Paul Dreyfus,"{""type"":""LineString"",""coordinates"":[[5.73890814290514,45.1889452072262],[5.73888923432693,45.1900751519116],[5.7375952724071,45.1908056175202]]}"
668,Espace d'Athènes,625,2000-01-01,oui,oui,,,,2019-11-02,,,,,,,,,,"{""type"":""LineString"",""coordinates"":[[5.71332898458436,45.185340587466],[5.71338134443515,45.1851597826111],[5.7134496177691,45.184924024843]]}"
669,Rue de la République,5980,2000-01-01,oui,oui,GRENETTE (PLACE),ALPHAND (RUE),1909,2019-11-02,,Inconnue,Voie ainsi dénommée en hommage au régime politique de la République.,Halle (rue de la),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/R%C3%A9publique,,"{""type"":""LineString"",""coordinates"":[[5.72764293506355,45.1912268122302],[5.72771747954574,45.1910343127079],[5.72816951890327,45.190838509166],[5.72906195361693,45.1905457244939],[5.73037637278388,45.1905110695213]]}"
670,Place de la Résistance,6005,2000-01-01,oui,oui,MARTYRS (RUE DES),SANS ISSUE,1964,1964-05-29,61,Inconnue,Voie ainsi dénommée en hommage à la Résistance Française de la seconde guerre mondiale.,Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/R%C3%A9sistance_int%C3%A9rieure_fran%C3%A7aise,,"{""type"":""LineString"",""coordinates"":[[5.70107587416596,45.2053872441629],[5.70038281450933,45.205910935102],[5.69999163166649,45.2056548325793],[5.69958714062823,45.2053869903496],[5.70038869101046,45.2047755736984],[5.70076664236369,45.205033818561],[5.70107587416596,45.2053872441629]]}"
671,Rue Revol,6010,2000-01-01,oui,oui,VERCORS (RUE DU),BERRIAT (COURS),1888,2019-11-02,10,Inconnue,"Pierre Revol, né à l'Albenc en 1748 et mort à Grenoble en 1811, avocat.",Bougault (chemin),Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.70796136352256,45.1915330520536],[5.70794716403098,45.191122838981],[5.70788300984224,45.1895794239477],[5.7078481462263,45.1887420135192],[5.70784695854955,45.1887134855582]]}"
672,Chemin du Rhin,6020,2000-01-01,oui,oui,MOSELLE (RUE DE LA),JEAN PERROT (AVENUE),1896,2019-11-02,,Inconnue,Le Rhin est un fleuve long de 1233 km traversant des territoires d'Europe centrale et d'Europe de l'Ouest.,Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Rhin,,"{""type"":""LineString"",""coordinates"":[[5.7376524352516,45.1798251021677],[5.73758794538575,45.1798282841855],[5.73741791715137,45.1798318126478],[5.73726010182852,45.1798351640531],[5.73723222302338,45.179835258371],[5.73709566214873,45.1798362774299],[5.73701046784788,45.1798382267006],[5.73693479093599,45.1798396276429],[5.73685198018112,45.1798409668367],[5.7367737978474,45.179843071246],[5.73668448353655,45.1798442401472],[5.73659542343961,45.179845401552],[5.73651939668766,45.1798473527556],[5.73640069399995,45.17984892984],[5.73639128270468,45.1798491147556],[5.73618569649448,45.1798520593647],[5.73600435542722,45.1798559162607],[5.73572543791006,45.1798611823889],[5.73546623270622,45.1798660521809],[5.73537359936673,45.1798662557243]]}"
673,Avenue Rhin et Danube,6035,2000-01-01,oui,oui,JOSEPH VALLIER (BOULEVARD),LOUISE MICHEL (RUE),1972,1972-12-07,,Inconnue,"""rhin et Danube"" est le nom donné à la 1ère armée française par son chef, le Général de Lattre de Tassigny durant la seconde guerre mondiale.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/1re_arm%C3%A9e_(France_1944-1945),"D'après Dreyfus, la voie est ainsi dénommée depuis 1973…","{""type"":""LineString"",""coordinates"":[[5.70464943032446,45.1676059582455],[5.70479355118613,45.1679643661168],[5.70483532149863,45.168748642339],[5.7048835279295,45.1696537766749],[5.70493544539147,45.1706285582462],[5.70493664018338,45.1706509908018],[5.7050127686191,45.172080287152],[5.70503462949779,45.1724907075631],[5.70506372550413,45.1730369625022],[5.70509727679049,45.1740701449963],[5.70511871336062,45.1744518486145],[5.70522029165619,45.1759761618655],[5.70530155352878,45.177501602013],[5.7053225822814,45.1778963385679],[5.70534494936383,45.1783162710169],[5.70539569577071,45.1792688035935],[5.7054169946642,45.1800638349282]]}"
674,Rue Robert Dubarle,6038,2000-01-01,oui,oui,ANDRE MAGINOT (RUE),MARECHAL FOCH (BOULEVARD),1938,2019-11-02,,Inconnue,"Robert Dubarle, né à Tullins le 16 octobre 1881 et décédé au champs d'honneur à Metzeral le 15 juin 1915, avocat et député, capitaine au 68ème bataillon de chasseurs alpins.  ",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Robert_Dubarle,,"{""type"":""LineString"",""coordinates"":[[5.72500519314921,45.1819784466775],[5.7253170634448,45.1813371564629]]}"
675,Place Robert Schuman,6039,2000-01-01,oui,oui,FIRMIN GAUTHIER (PLACE),GARE (SNCF),1988,1988-06-27,202,Inconnue,"Jean-Baptiste Nicolas Robert Schuman, né à Luxembourg le 29 juin 1886 et mort à Scy-Chazelles le 4 septembre 1963, homme politique.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Robert_Schuman,,"{""type"":""LineString"",""coordinates"":[[5.71364168372018,45.1912760266696],[5.71241925108683,45.1910052010577]]}"
676,Chemin Robespierre,6040,2000-01-01,oui,oui,POTERNE (CHEMIN DE LA),ST. MARTIN D'HERES,1928,2019-11-02,,Inconnue,"Maximilien Marie Isidore de Robespierre ou Maximilien Robespierre, né à Arras le 6 mai 1758 et mort guillotiné à Paris le 28 juillet 1794, avocat et homme politique, principale figure de la révolution française.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Maximilien_de_Robespierre,,"{""type"":""LineString"",""coordinates"":[[5.74835549326257,45.1737045947029],[5.75001348726475,45.1729788870672],[5.75091690522562,45.1725834463019],[5.75094145339802,45.1725726183463],[5.75094617216952,45.1725705887638],[5.75182357915026,45.1723651461042]]}"
