VOIE_ID,VOIE_COMPLET,VOIE_FANTOIR,VOIE_DATECRE,VOIE_REAL,VOIE_OFFICIEL,TENANT,ABOUTISSANT,DENOM_ANNEE,DM_SEANCE,DELIB_NUM,COTE_ARCHIVES,DENOM_ORIGINE,DENOM_N_MOINS_1,DENOM_N_MOINS_1_ANNEE,DENOM_N_MOINS_2,DENOM_N_MOINS_2_ANNEE,LIEN_EXTERNE,OBSERVATIONS,GeoJSON
648,Traverse des 400 Couverts,5871,2000-01-01,oui,oui,GABRIEL PERI (RUE),QUATRE CENTS COUVERTS (RUE DES),1890,2019-11-02,,Inconnue,Origine imprécise.,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71807834913792,45.1884393788483],[5.71802730626597,45.1884559723264],[5.71796940153026,45.1884741339095],[5.71788956260979,45.1884983357413],[5.71775369434945,45.1885401042006],[5.71760131644636,45.1885870347276],[5.71750736231529,45.1886159687568],[5.71743080225344,45.1886396247594],[5.71735524871826,45.1886630713709],[5.71730796155225,45.1886776823752],[5.71720690697736,45.1887093438142],[5.71718729755384,45.1887159467808]]}"
649,Rue du 4 Septembre,5880,2000-01-01,oui,oui,CREPU (RUE),BERRIAT (COURS),1883,2019-11-02,,Inconnue,Proclamation de la 3ème république le 4 septembre 1870.,voie 26,Inconnue,voie 37bis,Inconnue,http://fr.wikipedia.org/wiki/Troisi%C3%A8me_R%C3%A9publique_(France),,"{""type"":""MultiLineString"",""coordinates"":[[[5.71613524448294,45.1882180853362],[5.71615072664103,45.1883154085662],[5.71583552676528,45.1883350195588],[5.71578688832811,45.1883587293763],[5.71572537487397,45.188430736853],[5.71564924493613,45.1887662713114],[5.71560014092942,45.188826277479],[5.71564319446724,45.1884777340045],[5.71575369873755,45.1882209106521]],[[5.71560014092942,45.188826277479],[5.71558576942977,45.1888874176882],[5.7156498817359,45.1890101498932]]]}"
650,Rue du 4ème Régiment du Génie,5886,2000-01-01,oui,oui,ANDRE MALRAUX (PLACE),PASTEUR (PLACE),1982,1982-12-03,,Inconnue,"Voie ainsi dénommée en hommage au Quatrième Régiment du Génie créé en 1875, alors basé à Grenoble.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/4e_r%C3%A9giment_du_g%C3%A9nie,,"{""type"":""LineString"",""coordinates"":[[5.72972250188229,45.1850851833455],[5.72978569646773,45.1850264094788],[5.73030253862265,45.1844877992386],[5.73084441674554,45.1839393589998]]}"
651,Rue Raoul Blanchard,5890,2000-01-01,oui,oui,GENERAL MARCHAND (RUE),PHILIS DE LA CHARCE (RUE),1965,2019-11-02,,Inconnue,"Raoul Blanchard, né à Orléans le 4 septembre 1877 et mort à Paris le 24 mars 1965, géographe.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Raoul_Blanchard,,"{""type"":""LineString"",""coordinates"":[[5.72768398423462,45.190256655597],[5.72795599649224,45.1901860709844],[5.72872968637061,45.1901320889399],[5.72889847098995,45.1901198159341],[5.72975119215606,45.1900987121025],[5.73036677394408,45.1900828781544],[5.73114707571605,45.1900578531121]]}"
367,Rue Jacques Thibaud,3730,2000-01-01,oui,oui,PONT CARPIN (RUE DU),JULES FLANDRIN (RUE),1956,2019-11-02,,Inconnue,"Jacques Thibaud, né à Bordeaux le 27 septembre 1880 et mort près de Barcelonnette le 1er septembre 1953, violoniste.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jacques_Thibaud,,"{""type"":""LineString"",""coordinates"":[[5.74680076278294,45.1869165505075],[5.74674399298972,45.1869358482353],[5.74652597287532,45.1870160789476],[5.74633397858288,45.1870862713824],[5.74632923740996,45.1870879411717],[5.74621109917394,45.1871320157281],[5.74603656972569,45.1871960227093],[5.74603432362159,45.187196808925],[5.74579912174698,45.1872837551291],[5.74575399792976,45.1873003857639],[5.74560590710978,45.1873548825666],[5.74548563299558,45.1873994691706],[5.74542705333567,45.1874211764963]]}"
368,Allée de l'Ancien Bastion,433,2000-01-01,oui,oui,MALAKOFF (RUE),JEAN PAIN (BOULEVARD),2000,2000-01-17,,2519W 36,Origine imprécise.,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.73966639373254,45.1889831928959],[5.73968933088212,45.1886360300498],[5.73894075729726,45.1883343731026],[5.73809454143592,45.1879933590934],[5.73817977394811,45.1877837017231]]}"
369,Passage du Jardin de Ville,3736,2000-01-01,oui,oui,VILLE (JARDIN DE),MONTORGE (RUE),Inconnue,2019-11-02,,Inconnue,"Aussi appelée ""voûte"", ce passage ancien débouche sur la place Grenette.",Inconnue,Inconnue,Inconnue,Inconnue,https://www.grenoble.fr/TPL_CODE/TPL_LIEU/PAR_TPL_IDENTIFIANT/353/203-guide-des-lieux.htm,,"{""type"":""LineString"",""coordinates"":[[5.7274181336454,45.1915332073481],[5.72746895882213,45.191406153317],[5.7274940783683,45.1913457041295]]}"
370,Allée du Jardin Hoche,3737,2000-01-01,oui,oui,,,Inconnue,2019-11-02,,Inconnue,,,Inconnue,Inconnue,Inconnue,,Ajout,"{""type"":""LineString"",""coordinates"":[[5.72808412397266,45.1832352946966],[5.72816514109896,45.1832999304681],[5.72838265678674,45.1836926976036],[5.72870745418589,45.1836851848019],[5.72895437229214,45.183791460695],[5.72909176455078,45.1839517988979],[5.72910672808251,45.1841646127962],[5.7289488686907,45.1843120356476],[5.72875269460726,45.184417530642],[5.72895403942197,45.1848446207855],[5.72906362361017,45.1848740486639]]}"
371,Rue Jay,3750,2000-01-01,oui,oui,MARECHAL DODE (RUE),ALSACE LORRAINE (AVENUE),1888,2019-11-02,10,Inconnue,"Louis-Joseph Jay, né à Saint-Hilaire-de-la-Côte le 18 mars 1755 et mort à Vienne le 7 juillet 1836, dessinateur et professeur de dessin.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Louis-Joseph_Jay,,"{""type"":""LineString"",""coordinates"":[[5.72102659476804,45.1892987799631],[5.72119904430545,45.1898284490823],[5.72140415110933,45.1904584389439],[5.72152408289156,45.1908018975399]]}"
372,Place Jean Achard,3760,2000-01-01,oui,oui,CONDILLAC (RUE),VICAT (RUE),1909,2019-11-02,,Inconnue,"Jean, Alexis Achard, né à Voreppe en 1807 et mort à Grenoble en 1884. Peintre",Lycée (place du),,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jean_Achard,,"{""type"":""LineString"",""coordinates"":[[5.72992644696875,45.1891671298551],[5.72939184199259,45.1889839282013],[5.72906529698199,45.1894605050706],[5.72964842511173,45.1895340704831],[5.72992644696875,45.1891671298551]]}"
373,Rue Jean Baptiste Pradel,3770,2000-01-01,oui,oui,JACQUELINE MARVAL (PLACE),THIERS (RUE),Inconnue,2019-11-02,,Inconnue,,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.72053148553556,45.1847513105927],[5.71958301618424,45.1848617156065]]}"
374,Rue Jean Bart,3780,2000-01-01,oui,oui,LEON JOUHAUX (RUE),GUILBAUD (CHEMIN),1963,1963-01-25,6,Inconnue,"Jean Bart, né à Dunkerque le 21 octobre 1650 et mort à Dunkerque le 27 avril 1702, corsaire.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jean_Bart,,"{""type"":""LineString"",""coordinates"":[[5.74051843389829,45.1766978876206],[5.74118198361485,45.1768781557061],[5.74297856091359,45.1773439016773]]}"
375,Rue Jean Bistesi,3790,2000-01-01,oui,oui,MARECHAL LYAUTEY (BOULEVARD),PASTEUR (PLACE),1945,2019-11-02,,Inconnue,"Jean Bistési, né à Fraize (Vosges) en 1906 et mort à Grenoble en 1943, résistant.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.73188935696086,45.1853088153218],[5.73162017300786,45.1842431471469]]}"
376,Rue Jean Bocq,3800,2000-01-01,oui,oui,PAUL VALLIER (PLACE),HAXO (RUE),1945,2019-11-02,,Inconnue,"Jean Bocq, né à Aix-en-Provence en 1921 et mort à Saint-Nizier en 1944, résistant.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.73285420047448,45.1865635318113],[5.73445964808068,45.1871667585294]]}"
377,Rue Jean Francois Hache,3805,2000-01-01,oui,oui,TILLEULS (PLACE DES),SAINTE-CLAIRE (PLACE),1967,2019-11-02,,Inconnue,"Jean-François Hache, né à Grenoble le 10 janvier 1730  et mort à Grenoble le 19 août 1796, ébéniste.",Hache (rue),,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Famille_Hache,"D'après Dreyfus : au 17ème, la voie s'appelait ""rue des Prêtres Notre Dame"", puis devint ""rue des Prêtres"". En 1794 elle fût baptisée ""rue de la Convention"" et redevint ""rue des Prêtres"" après la révolution","{""type"":""LineString"",""coordinates"":[[5.73075332790453,45.1916416036775],[5.73114973259161,45.1917376089881],[5.73153214337643,45.1919203644969],[5.73160596618673,45.1919365703457],[5.7317931030517,45.192078152625]]}"
378,Rue Jean Giono,3808,2000-01-01,oui,oui,PARC GEORGES POMPIDOU (ALLEE),LOUVOIS (RUE),1985,1985-12-13,133,Inconnue,"Jean Giono, né à Manosque le 30 mars 1895 et mort à Manosque le 9 octobre 1970, écrivain et scénariste.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jean_Giono,,"{""type"":""LineString"",""coordinates"":[[5.71901173729321,45.174914336913],[5.71927970547391,45.1756042446558],[5.71955467658133,45.1764024956679]]}"
379,Rue de l'Ancien Champ de Mars,435,2000-01-01,oui,oui,JEAN JAURES (COURS),ALSACE (RUE D' ),1888,2019-11-02,,Inconnue,Origine imprécise.,Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Champ_de_Mars,,"{""type"":""LineString"",""coordinates"":[[5.7192798764914,45.1887310938915],[5.71942621096234,45.1887210773965],[5.72105065483523,45.1885871672764],[5.72147262990474,45.1885859997868]]}"
380,Rue Jean Jacques Rousseau,3810,2000-01-01,oui,oui,SAINTE-CLAIRE (PLACE),GRAND RUE,1881,2019-11-02,,Inconnue,"Jean-Jacques Rousseau, né à Genève le 28 juin 1712 et mort à Ermenonville le 2 juillet 1778, écrivain, philosophe et musicien.",Vieux-Jésuites (rue des),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jean-Jacques_Rousseau,,"{""type"":""LineString"",""coordinates"":[[5.72828965109346,45.1916073109147],[5.72870516775673,45.1914098061613],[5.72885823395022,45.1913370495158],[5.7293480055949,45.1912493732909],[5.73048834822346,45.191057186871]]}"
381,Cours Jean Jaurès,3820,2000-01-01,oui,oui,HUBERT DUBEDOUT (PLACE),JOSEPH VALLIER (BOULEVARD),1920,2019-11-02,,Inconnue,"Jean Jaurès, né à Castres (Tarn) le 3 septembre 1859 et mort à Paris le 31 juillet 1914, homme politique.",Saint-André (cours),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jean_Jaur%C3%A8s,,"{""type"":""LineString"",""coordinates"":[[5.71648353516516,45.1803585484208],[5.71681707205076,45.1813939127001],[5.71688229490343,45.1816077795839],[5.71696131893443,45.1818448568087],[5.71705303067754,45.1821200271629],[5.71729590289551,45.1828215432587],[5.71737647387882,45.1830643029794],[5.7176226573684,45.1838060387961],[5.71763108535045,45.1838342044443],[5.71767135123919,45.1839527481258],[5.71769360131029,45.1840182526198],[5.71778810289472,45.1843004811404],[5.71785148788683,45.184486539112],[5.7179853759634,45.1848794569172],[5.71808754592084,45.1851768069659],[5.71819391616065,45.1854863807964],[5.7183043642249,45.1858078217519],[5.71832837444891,45.1858754660914],[5.71834310034703,45.1859169630667],[5.71843105393435,45.1861804076007],[5.71857143823528,45.1866008354017],[5.7185838023086,45.1866378605843],[5.71859616639763,45.1866748857649],[5.71871548104199,45.1870322509099],[5.71878976085277,45.1872547052752],[5.7189378756609,45.1876982850137],[5.7190205896124,45.1879459783825],[5.71903473982236,45.1879948832894],[5.71904889005594,45.1880437881932],[5.71907673441009,45.1881160008909],[5.7191588994138,45.1883647456791],[5.7192798764914,45.1887310938915],[5.71949237021321,45.1893744516459],[5.71954682654216,45.1895269901416],[5.7195741123807,45.189618489735],[5.71958841555912,45.189659331186],[5.71960922736146,45.1897187573256],[5.71972640582561,45.1900533470209],[5.71995306802469,45.1907006053648],[5.72002524700167,45.1909066946839],[5.72006478628914,45.1910227458741],[5.72011433654268,45.1911681686255],[5.72033170448258,45.1918072135644]]}"
382,Rue Jean Macé,3850,2000-01-01,oui,oui,DOYEN GOSSE (PLACE),CLAUDE BERNARD (QUAI),1900,2019-11-02,,Inconnue,"Jean Macé, né à Paris le 22 août 1815 et mort à Monthiers (Aisne) le 13 décembre 1894, enseignant, journaliste et homme politique.",voie 7,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jean_Mac%C3%A9,,"{""type"":""LineString"",""coordinates"":[[5.71509299828841,45.1944380420179],[5.71494753775842,45.1943198950576],[5.71550152884675,45.1931349689485],[5.71594890797819,45.1922417709705],[5.716361428222,45.1918432781848],[5.7163689997087,45.1917903438852]]}"
384,Place Jean Moulin,3855,2000-01-01,oui,oui,MALAKOFF (RUE),HEBERT (RUE),1970,1970-07-06,,Inconnue,"Jean Moulin, né à Béziers (Hérault) le 20 juin 1899 et mort à Metz (Moselle) le 8 juillet 1943, haut fonctionnaire et résistant français.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jean_Moulin,,"{""type"":""LineString"",""coordinates"":[[5.73858825439689,45.1889237674593],[5.73675058624872,45.1905099686972]]}"
385,Boulevard Jean Pain,3860,2000-01-01,oui,oui,ISERE (NOUVEAU PONT SUR L'),MARECHAL LYAUTEY (BOULEVARD),1944,2019-11-02,,Inconnue,"Jean Pain, né à Grenoble le 11 novembre 1891 et mort à Grenoble lors de la Saint-Barthélemy grenobloise le 26 novembre 1943, journaliste et résistant français.",Alpes (boulevard des),Inconnue,Bonne (boulevard de),Inconnue,http://fr.wikipedia.org/wiki/Jean_Pain_(r%C3%A9sistant),,"{""type"":""LineString"",""coordinates"":[[5.73188935696086,45.1853088153218],[5.73219717846261,45.1854299376649],[5.73339526968188,45.1859013528763],[5.73495878112897,45.1865165126379],[5.73609146688537,45.1869621473331],[5.73713345226734,45.1873720815587],[5.73769808412438,45.1875942081549],[5.73817977394811,45.1877837017231],[5.74070938758598,45.1887787852652],[5.74111638011129,45.1889489644911],[5.74151348021002,45.1891372049585],[5.74170977357384,45.1892454162013],[5.74193924497708,45.1893851339913],[5.74207599095345,45.1894683937001],[5.74234793156168,45.1896418990651]]}"
386,Rue Jean Perrin,3870,2000-01-01,oui,oui,LEON BLUM (AVENUE),GENERAL MANGIN (RUE),1959,1959-05-21,2,Inconnue,"Jean Baptiste Perrin, né à Lille le 30 septembre 1870 et mort à New York le 17 avril 1942, physicien, chimiste et homme politique.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jean_Perrin,,"{""type"":""LineString"",""coordinates"":[[5.71560369373029,45.1703249331634],[5.71571456395604,45.1702884358055],[5.71714723445713,45.169333131831],[5.71890129612014,45.1682123141539],[5.71963271333175,45.1678619188505],[5.72071363599935,45.1673440776609]]}"
387,Avenue Jean Perrot,3880,2000-01-01,oui,oui,PAUL MISTRAL (PLACE),EYBENS,1944,2019-11-02,,Inconnue,"Jean Perrot, né à Rives le 24 juin 1904 et mort à Grenoble lors de la Saint-Barthélemy grenobloise le 29 novembre 1943, industriel grenoblois et résistant français.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jean_Perrot_(r%C3%A9sistant),,"{""type"":""MultiLineString"",""coordinates"":[[[5.73364716776952,45.1833490915976],[5.73365648420878,45.183104221506],[5.73380659712687,45.1829987912521],[5.73408063895113,45.1824687529321],[5.73431546049113,45.1820145641972],[5.73442103662995,45.1818002210245],[5.73460874096931,45.181419135052],[5.73464278272215,45.181350021144],[5.73469257004274,45.1812489391841],[5.73473335527602,45.1811661363776],[5.73484149572557,45.180946586752],[5.73500946430215,45.1806055689409],[5.73537359936673,45.1798662557243],[5.73551561641535,45.1795779033254],[5.73564441465872,45.1793164042969],[5.73573109461773,45.1791404098186],[5.73574055323101,45.1791212050366],[5.7360006506231,45.17859309759],[5.73656982236416,45.1774374029174],[5.73668803768429,45.1771973623058],[5.7370390102978,45.1764846927512],[5.73733088076805,45.1758920051698],[5.73761562399733,45.1753138047437],[5.73860450919768,45.1733056125307],[5.7386876015978,45.1731368666387],[5.73901076394597,45.1724805740298],[5.73904206181909,45.1724170120996],[5.73940227411225,45.1716854479694],[5.73954822951268,45.1713890188278],[5.73990506332672,45.1706642910497],[5.74008603004498,45.170296735017],[5.74067136048772,45.1691078675425],[5.74089712665689,45.1686492886598],[5.74146125270934,45.1675034331676]],[[5.74161987381538,45.1671812294014],[5.74188132238335,45.1666489304056]]]}"
388,Rue Jean Prévost,3890,2000-01-01,oui,oui,JEAN JAURES (COURS),NICOLAS CHORIER (RUE),Inconnue,2019-11-02,,Inconnue,,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71437266324055,45.1858906285061],[5.71443845753997,45.1856790103064],[5.71483798170739,45.1852744147626],[5.7152966825112,45.1848119808822],[5.71601569591755,45.1840870977858],[5.71657964546614,45.1835185212593],[5.71729590289551,45.1828215432587]]}"
389,Place Jean Racine,3900,2000-01-01,oui,oui,JEAN PERROT (AVENUE),LA BRUYERE (AVENUE),1947,2019-11-02,,Inconnue,"Jean Racine, né à La Ferté-Milon le 22 décembre 1639 et mort à Paris le 21 avril 1699, dramaturge et poète.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jean_Racine,,"{""type"":""LineString"",""coordinates"":[[5.74167693222446,45.1673153760136],[5.74146125270934,45.1675034331676],[5.74101663238546,45.1673288888083],[5.74104624473451,45.1672159321904],[5.74128098676061,45.1671506182303],[5.74161987381538,45.1671812294014],[5.74167693222446,45.1673153760136]]}"
390,Rue André Abry,450,2000-01-01,oui,oui,GENERAL GARIBALDI (RUE),"LIBERATION ET DU G, DE GAULLE",1959,1959-05-21,2,Inconnue,"André Abry, né à Nantes en 1911 et mort à Grenoble en 1943. Ingénieur hydrolicien.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71436193886381,45.1682798355195],[5.71430800283385,45.168286671627],[5.71265035071115,45.1685963372216],[5.71252455385453,45.168616699998]]}"
391,Rue Jean Vaujany,936,2000-01-01,oui,oui,"LIBERATION ET DU G, DE GAULLE",SANS ISSUE,1998,1998-09-21,,2308W 516,,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.70201569466924,45.161911860012],[5.70476126082757,45.1614845189164],[5.70759758860949,45.1610056665051],[5.70893802746556,45.1607905351089],[5.70985025094035,45.1606534620403]]}"
392,Rue Jean Veyrat,3910,2000-01-01,oui,oui,IRVOY (RUE),ABBE GREGOIRE (RUE),1948,1948-11-18,,Inconnue,"Jean Veyrat, né à Lyon en 1913 et mort sur les Côtes-de-Sassenage en 1944, cheminot et résistant. ",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71122947758581,45.1811457594814],[5.71215922330943,45.1811289939551],[5.71272143730402,45.1811203389829],[5.71372623028934,45.1811048638748],[5.71384635994284,45.1810944965072]]}"
393,Avenue Jeanne d'Arc,3920,2000-01-01,oui,oui,VALMY (AVENUE DE),ANDRE ARGOUGES (RUE),1941,2019-11-02,,Inconnue,"Jeanne d'Arc, née à Domrémy (Lorraine) vers 1412 et morte à Rouen le 30 mai 1431, héroïne de l'histoire de France, chef de guerre et sainte de l'Église catholique, connue depuis l'époque comme « la Pucelle d'Orléans ».",Industrie (rue de l'),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jeanne_d%27arc,,"{""type"":""LineString"",""coordinates"":[[5.7422212352307,45.1871189879565],[5.74257392131612,45.1863585008115],[5.74283015182447,45.1858059847047],[5.74311623147466,45.1853161302854],[5.74355636223903,45.1843575068415],[5.74367448648914,45.1840963625106],[5.74384577565191,45.1837176726581],[5.7442201925789,45.1828899210018],[5.74480053430394,45.1816068582385],[5.74515079320808,45.1803894157863],[5.74526978915312,45.179714222653],[5.74540577357108,45.1789425988737],[5.74552883315945,45.1782442774265]]}"
